mlbamid,steamerid,firstname,lastname,Team,position,bats,p1,p2,p3,p4,p5,p6,p7,p8,p9,gC,g1B,g2B,g3B,gSS,gLF,gCF,gRF,gDH,gUIF,gUOF,posadj,age,reliability,G,PA,IBB,NIBB,BB,K,HBP,RBOE,SH,SF,AB,H,1B,2B,3B,HR,AVG,OBP,SLG,wOBA,wOBAcon,SB,CS,wSB,UBR,BaseRunning,UZR,R,RBI,BABIP,wRAA,DEF_adj
605425,sa658134,Daniel,Pigott,CIN,OF,R,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,27,0.45,0.2,1,0.001,0.0424,0.0434,0.2866,0.009,0.0092,0.0061,0.0074,0.9341,0.1797,0.1317,0.027,0.0026,0.0184,0.192453,0.233615,0.286089,0.227825,0.29409,0.0132,0.0087,-0.0011,0.001,-0.0001,0,0.0734,0.0805,0.25341712,-0.074,-0.005333333333
622052,sa658327,Jose,Ortiz,CIN,C,R,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0.016667,23,0.33,0.2,1,0,0.0354,0.0354,0.2719,0.008,0.0092,0.0061,0.0074,0.9431,0.1604,0.1183,0.0234,0.0019,0.0168,0.17019,0.205118,0.25262,0.20134,0.25312,0.0092,0.0057,-0.0007,0.001,0.0003,0,0.0659,0.0738,0.21698398,-0.096,0.01666666667
623455,sa658535,Avain,Rachal,CIN,1B,R,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0.2,0,0,0,0,0,0,0,0,0,-0.016667,23,0.57,0.2,1,0.001,0.0647,0.0657,0.3187,0.011,0.0092,0.0061,0.0074,0.9098,0.1618,0.1194,0.0222,0.0027,0.0175,0.177813,0.239896,0.265826,0.226091,0.29075,0.0161,0.0098,-0.001,0.001,0,0,0.0732,0.075,0.24836489,-0.076,-0.01666666667
623174,sa658130,River,Stevens,SDN,SS,L,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0,0.2,0,0,0,0,0,0,0.01,25,0.64,0.2,1,0.002,0.0453,0.0473,0.1874,0.008,0.0092,0.0061,0.0074,0.9312,0.2139,0.1585,0.0373,0.0043,0.0138,0.22976,0.270867,0.323576,0.259256,0.29592,0.0163,0.0098,-0.001,0.001,0,0,0.0789,0.0824,0.27135883,-0.048,0.01
622688,sa657434,Carlos,Ozuna,FA,SS,B,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0,0.2,0,0,0,0,0,0,0.01,23,0.22,0.2,1,0,0.027,0.027,0.2633,0.009,0.0092,0.0061,0.0074,0.9505,0.1567,0.1279,0.0204,0.0022,0.0062,0.164857,0.193874,0.210438,0.179785,0.22344,0.0104,0.0066,-0.0008,0.001,0.0002,0,0.0573,0.0603,0.21862289,-0.114,0.01
622730,sa657585,Roney,Alcala,FA,3b,B,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0.2,0,0,0,0,0,0,0,0.003333,23,0.21,0.2,1,0,0.029,0.029,0.2902,0.009,0.0092,0.0061,0.0074,0.9485,0.1592,0.1232,0.019,0.0019,0.0151,0.167846,0.198407,0.239739,0.192912,0.25098,0.0111,0.007,-0.0008,0.001,0.0002,0,0.0647,0.0722,0.22148786,-0.103,0.003333333333
623231,sa658768,Jimmy,Rider,BOS,SS,R,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0,0,0.2,0,0,0,0,0,0,0.01,27,0.43,0.2,1,0,0.0579,0.0579,0.2265,0.009,0.0092,0.0063,0.0075,0.9193,0.1756,0.138,0.0276,0.0021,0.0079,0.190922,0.243976,0.251266,0.222489,0.252,0.0171,0.0097,-0.0008,0.001,0.0002,0,0.0795,0.0726,0.24220104,-0.079,0.01
621480,sa658970,Kevin,Heller,BOS,OF,R,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,27,0.62,0.2,1,0.001,0.0799,0.0809,0.2919,0.016,0.0092,0.0063,0.0075,0.8893,0.2056,0.1402,0.0414,0.0029,0.0211,0.231135,0.304368,0.355382,0.290403,0.37083,0.0194,0.0109,-0.0009,0.001,0.0001,0,0.1063,0.1003,0.31603289,-0.023,-0.005333333333
623300,sa659079,Austin,Rei,BOS,C,R,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0.2,0,0,0,0,0,0,0,0,0,0,0.016667,23,0.5,0.2,1,0,0.0549,0.0549,0.2761,0.012,0.0092,0.0063,0.0075,0.9193,0.1591,0.1211,0.0236,0.0017,0.0127,0.173063,0.227458,0.243873,0.211831,0.25479,0.0101,0.0059,-0.0006,0.001,0.0004,0,0.0774,0.0743,0.22946708,-0.088,0.01666666667
623517,sa659264,Nick,Lovullo,BOS,2b,R,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0.2,0,0,0,0,0,0,0,0,0.003333,23,0.32,0.2,1,0,0.0479,0.0479,0.22,0.008,0.0092,0.0063,0.0075,0.9303,0.2233,0.1615,0.0476,0.0039,0.0103,0.240108,0.281074,0.333037,0.268487,0.32085,0.015,0.0086,-0.0008,0.001,0.0002,0,0.0947,0.091,0.30106007,-0.041,0.003333333333
624407,sa660589,Tzu-Wei,Lin,BOS,SS,L,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0,0,0.2,0,0,0,0,0,0,0.01,23,0.71,0.2,1,0,0.0619,0.0619,0.157,0.004,0.0092,0.0063,0.0075,0.9203,0.219,0.1647,0.0406,0.0082,0.0054,0.238005,0.286761,0.317847,0.266345,0.28691,0.0249,0.0144,-0.0012,0.001,-0.0002,0,0.0938,0.0844,0.27906977,-0.043,0.01
657017,sa709546,Cole,Sturgeon,BOS,OF,L,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,25,0.71,0.2,1,0.002,0.041,0.043,0.1728,0.007,0.0092,0.0063,0.0075,0.9363,0.2417,0.1739,0.0495,0.0061,0.0123,0.258288,0.293621,0.363502,0.284204,0.3255,0.0186,0.0113,-0.0012,0.001,-0.0002,0,0.1009,0.0993,0.3023593,-0.028,-0.005333333333
623501,sa658834,Jeff,Kemp,BAL,SS,R,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0,0,0.2,0,0,0,0,0,0,0.01,27,0.68,0.2,1,0,0.053,0.053,0.2711,0.009,0.0092,0.0063,0.0075,0.9242,0.1966,0.143,0.0378,0.0034,0.0124,0.212713,0.260234,0.301216,0.247487,0.31051,0.0141,0.0082,-0.0008,0.001,0.0002,0,0.0878,0.0822,0.28417155,-0.058,0.01
601721,sa659286,Christopher,Shaw,BAL,C,R,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0.2,0,0,0,0,0,0,0,0,0,0,0.016667,23,0.24,0.2,1,0,0.028,0.028,0.329,0.009,0.0092,0.0063,0.0075,0.9492,0.1357,0.1056,0.017,0.0013,0.0118,0.14301,0.173843,0.201077,0.166616,0.22529,0.0126,0.0072,-0.0006,0.001,0.0004,0,0.062,0.0633,0.20116902,-0.125,0.01666666667
621519,sa658248,Phildrick,Llewellyn,BAL,C,B,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0.2,0,0,0,0,0,0,0,0,0,0,0.016667,23,0.23,0.2,1,0,0.048,0.048,0.2211,0.009,0.0092,0.0063,0.0075,0.9292,0.1769,0.1328,0.0265,0.0022,0.0153,0.190398,0.235405,0.273208,0.225026,0.25979,0.0187,0.0108,-0.0009,0.001,0.0001,0,0.0823,0.0799,0.23075825,-0.077,0.01666666667
623993,sa659463,Anthony,Santander,BAL,LF,B,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0,0,0,8.1,0,0,0,0,0,-0.405,22,0.68,8.1,32.4,0.0648,1.8795,1.9443,8.0612,0.324,0.2981,0.203,0.2432,29.6854,7.1738,4.6304,1.4689,0.0455,1.029,0.24165,0.293252,0.398183,0.29773,0.37154,0.4655,0.2758,-0.0282,0.035,0.0068,0,3.5986,3.7141,0.29487869,-0.542,-0.405
641529,sa709292,Drew,Dosch,BAL,3b,L,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0,0.2,0,0,0,0,0,0,0,0.003333,25,0.74,0.2,1,0.001,0.054,0.055,0.2165,0.006,0.0092,0.0063,0.0075,0.9252,0.2263,0.1655,0.0367,0.0078,0.0163,0.244505,0.289042,0.353758,0.279537,0.33281,0.0079,0.0046,-0.0006,0.001,0.0004,0,0.0989,0.0955,0.30004286,-0.032,0.003333333333
643581,sa709519,Logan,Uxa,BAL,1B,L,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0.2,0,0,0,0,0,0,0,0,0,-0.016667,26,0.41,0.2,1,0,0.052,0.052,0.2552,0.008,0.0092,0.0063,0.0075,0.9262,0.1841,0.1299,0.0292,0.0027,0.0223,0.198849,0.245726,0.308563,0.24283,0.29745,0.0138,0.0079,-0.0007,0.001,0.0003,0,0.0902,0.0914,0.24657117,-0.062,-0.01666666667
633830,sa732567,Tucker,Nathans,BAL,OF,L,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,28,0.71,0.2,1,0.001,0.052,0.053,0.2186,0.007,0.0092,0.0063,0.0075,0.9262,0.223,0.1595,0.0392,0.0032,0.0211,0.240785,0.284813,0.358399,0.27931,0.33393,0.0099,0.0057,-0.0006,0.001,0.0004,0,0.1004,0.1,0.29092219,-0.032,-0.005333333333
642488,sa736911,Ademar,Rifaela,BAL,OF,L,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,22,0.57,0.2,1,0,0.05,0.05,0.2771,0.007,0.0092,0.0063,0.0075,0.9292,0.1871,0.1325,0.0281,0.0033,0.0232,0.201366,0.245661,0.313565,0.24429,0.31154,0.0119,0.0071,-0.0008,0.001,0.0002,0,0.0905,0.0929,0.25754243,-0.061,-0.005333333333
623277,sa658820,M.P.,Cokinos,HOU,1B,R,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0.2,0,0,0,0,0,0,0,0,0,-0.016667,27,0.53,0.2,1,0.001,0.0536,0.0546,0.1813,0.008,0.0092,0.0063,0.0075,0.9237,0.2222,0.1585,0.0409,0.0041,0.0187,0.240558,0.286559,0.354457,0.278881,0.31529,0.0192,0.0114,-0.0011,0.001,-0.0001,0,0.1003,0.0993,0.27830963,-0.032,-0.01666666667
623159,sa658257,Joe,Sclafani,HOU,SS,B,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0,0,0.2,0,0,0,0,0,0,0.01,27,0.66,0.2,1,0.001,0.0788,0.0798,0.17,0.007,0.0092,0.0063,0.0075,0.8994,0.226,0.1729,0.0393,0.0061,0.0077,0.25124,0.314774,0.334126,0.287261,0.30938,0.0161,0.0086,-0.0006,0.001,0.0004,0,0.0988,0.0858,0.29936917,-0.025,0.01
624879,sa679482,Hector,Roa,HOU,OF,R,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,22,0.45,0.2,1,0,0.0263,0.0263,0.3277,0.008,0.0092,0.0063,0.0075,0.9519,0.1688,0.1189,0.0234,0.0042,0.0223,0.177256,0.204299,0.280898,0.210155,0.2962,0.0096,0.0055,-0.0005,0.001,0.0005,0,0.0791,0.0879,0.24040039,-0.089,-0.005333333333
623319,sa658668,Wes,Rogers,COL,OF,R,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,23,0.67,0.2,1,0.001,0.061,0.062,0.2007,0.009,0.0092,0.0061,0.0074,0.9155,0.2168,0.167,0.0312,0.0056,0.013,0.236852,0.289612,0.325811,0.270969,0.30834,0.0467,0.0232,-0.0005,0.001,0.0005,0,0.0914,0.0868,0.28736605,-0.039,-0.005333333333
592260,sa659451,Marcos,Derkes,COL,OF,B,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,25,0.4,0.2,1,0,0.057,0.057,0.2961,0.009,0.0092,0.0061,0.0074,0.9205,0.1806,0.1395,0.025,0.0034,0.0127,0.19614,0.248014,0.272116,0.231683,0.29537,0.0227,0.0138,-0.0014,0.001,-0.0004,0,0.0772,0.0761,0.27120013,-0.071,-0.005333333333
642470,sa736953,Omar,Carrizales,COL,OF,L,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,22,0.67,0.2,1,0,0.0468,0.0468,0.188,0.005,0.0092,0.0061,0.0074,0.9347,0.2538,0.1888,0.0358,0.0112,0.018,0.271625,0.307542,0.391761,0.301953,0.35382,0.0296,0.0191,-0.0022,0.001,-0.0012,0,0.0997,0.104,0.32033691,-0.013,-0.005333333333
642719,sa736955,Jonathan,Piron,COL,2b,L,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0.2,0,0,0,0,0,0,0,0,0.003333,22,0.48,0.2,1,0,0.0244,0.0244,0.2553,0.008,0.0092,0.0061,0.0074,0.9541,0.1901,0.1491,0.0258,0.0055,0.0096,0.199195,0.223818,0.268098,0.214961,0.27337,0.0225,0.0145,-0.0017,0.001,-0.0007,0,0.0709,0.0748,0.2591157,-0.085,0.003333333333
624872,sa660832,Steven,Graeter,COL,C,R,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0.016667,27,0.66,0.2,1,0,0.0559,0.0559,0.2143,0.009,0.0092,0.0061,0.0074,0.9216,0.2333,0.1682,0.0431,0.0044,0.0177,0.253252,0.300146,0.36704,0.290623,0.34457,0.0161,0.0104,-0.0013,0.001,-0.0003,0,0.0961,0.0982,0.30932568,-0.023,0.01666666667
625600,sa696310,Randy,Reyes,COL,OF,R,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,24,0.27,0.2,1,0,0.0325,0.0325,0.2959,0.009,0.0092,0.0061,0.0074,0.9449,0.1847,0.1382,0.0252,0.0029,0.0184,0.19544,0.227608,0.286636,0.224583,0.29928,0.0171,0.0109,-0.0013,0.001,-0.0003,0,0.0769,0.0842,0.26065831,-0.077,-0.005333333333
623508,sa658813,Trent,Giambrone,CHN,2b,R,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0.2,0,0,0,0,0,0,0,0,0.003333,23,0.29,0.2,1,0,0.045,0.045,0.2371,0.009,0.0092,0.0061,0.0074,0.9325,0.164,0.1316,0.0211,0.0017,0.0096,0.175915,0.219333,0.233047,0.202576,0.23554,0.0127,0.008,-0.001,0.001,0,0,0.0672,0.0685,0.22273514,-0.095,0.003333333333
623502,sa658896,Timothy,Saunders,CHN,SS,R,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0,0.2,0,0,0,0,0,0,0.01,27,0.41,0.2,1,0,0.048,0.048,0.2759,0.009,0.0092,0.0061,0.0074,0.9295,0.1814,0.1354,0.0297,0.0031,0.0131,0.195097,0.239813,0.276198,0.228185,0.28632,0.0179,0.0099,-0.0007,0.001,0.0003,0,0.0766,0.0788,0.25976231,-0.074,0.01
623305,sa658968,Ian,Rice,CHN,C,R,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0.016667,23,0.57,0.2,1,0,0.0787,0.0787,0.2532,0.009,0.0092,0.0061,0.0074,0.8988,0.1784,0.1236,0.0273,0.0016,0.026,0.198424,0.267641,0.318871,0.259532,0.30528,0.0072,0.0045,-0.0007,0.001,0.0003,0,0.0909,0.0953,0.2430622,-0.048,0.01666666667
622197,sa658166,Rashad,Crawford,CHN,OF,B,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,23,0.68,0.2,1,0,0.0511,0.0511,0.2549,0.007,0.0092,0.0061,0.0074,0.9284,0.196,0.1477,0.0285,0.0061,0.0138,0.21112,0.255642,0.299384,0.244145,0.3004,0.0269,0.0157,-0.0013,0.001,-0.0003,0,0.0819,0.0838,0.27312247,-0.061,-0.005333333333
602080,sa658211,Erick,Castillo,CHN,C,B,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0.016667,24,0.45,0.2,1,0,0.045,0.045,0.197,0.011,0.0092,0.0061,0.0074,0.9305,0.1981,0.1437,0.0376,0.0033,0.0135,0.212844,0.255565,0.303834,0.245688,0.27976,0.0069,0.0044,-0.0007,0.001,0.0003,0,0.0816,0.0852,0.25378059,-0.06,0.01666666667
600931,sa660295,Alberto,Mineo,CHN,C,L,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0.016667,22,0.39,0.2,1,0,0.0521,0.0521,0.2903,0.007,0.0092,0.0061,0.0074,0.9274,0.1651,0.126,0.0257,0.0023,0.0111,0.1781,0.225643,0.246731,0.210931,0.26465,0.0073,0.0046,-0.0006,0.001,0.0004,0,0.0701,0.0715,0.2431323,-0.088,0.01666666667
624429,sa706880,Jordan,Hankins,CHN,3b,L,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0.2,0,0,0,0,0,0,0,0.003333,25,0.42,0.2,1,0,0.0511,0.0511,0.2149,0.009,0.0092,0.0061,0.0074,0.9264,0.1919,0.1428,0.0308,0.0024,0.0158,0.207192,0.253568,0.297001,0.242697,0.28031,0.0125,0.0078,-0.0009,0.001,0.0001,0,0.0815,0.0852,0.25046224,-0.062,0.003333333333
643235,sa708424,Kevin,Brown,CHN,OF,L,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,26,0.49,0.2,1,0,0.0603,0.0603,0.2002,0.007,0.0092,0.0061,0.0074,0.9192,0.215,0.1491,0.0424,0.0047,0.0188,0.233947,0.284051,0.351715,0.27727,0.31835,0.0107,0.0069,-0.0009,0.001,0.0001,0,0.0933,0.0975,0.2772753,-0.034,-0.005333333333
645798,sa707779,Matt,Reistetter,WAS,C,L,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0.016667,25,0.44,0.2,1,0,0.0537,0.0537,0.192,0.008,0.0092,0.0061,0.0074,0.9248,0.1948,0.1529,0.0278,0.0022,0.0119,0.210742,0.258187,0.28421,0.240654,0.26787,0.0102,0.0063,-0.0008,0.001,0.0002,0,0.0788,0.0803,0.25113277,-0.064,0.01666666667
625507,sa736856,Darryl,Florentino,WAS,OF,L,0.1,0.1,0.05,0.05,0.05,0.1,0.25,0.3,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,21,0.3,0.2,1,0,0.0342,0.0342,0.2393,0.008,0.0092,0.0061,0.0074,0.9443,0.1723,0.14,0.0203,0.0026,0.0094,0.182518,0.215856,0.239544,0.201876,0.2429,0.0188,0.0124,-0.0015,0.001,-0.0005,0,0.0666,0.0702,0.23172119,-0.096,-0.005333333333
623521,sa658907,Paul,Hendrix,CLE,3b,R,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0,0.2,0,0,0,0,0,0,0,0.003333,25,0.67,0.2,1,0.001,0.0644,0.0654,0.3235,0.008,0.0092,0.0063,0.0075,0.9128,0.1746,0.1303,0.0291,0.0018,0.0135,0.191315,0.249635,0.271322,0.232435,0.30624,0.0106,0.0064,-0.0007,0.001,0.0003,0,0.0824,0.0787,0.27618721,-0.071,0.003333333333
609267,sa659464,Dorssys,Paulino,CLE,SS,R,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0,0,0.2,0,0,0,0,0,0,0.01,22,0.64,0.2,1,0,0.0496,0.0496,0.2314,0.008,0.0092,0.0063,0.0075,0.9287,0.1966,0.146,0.0338,0.0034,0.0133,0.21163,0.255703,0.298459,0.243926,0.29023,0.0148,0.009,-0.001,0.001,0,0,0.0863,0.0855,0.26507592,-0.061,0.01
623513,sa658994,Tyler,Krieger,CLE,2b,B,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0.2,0,0,0,0,0,0,0,0,0.003333,23,0.6,0.2,1,0,0.0565,0.0565,0.2424,0.009,0.0092,0.0063,0.0075,0.9207,0.2033,0.1591,0.0318,0.0041,0.0082,0.220682,0.270389,0.290944,0.249261,0.29805,0.0263,0.0162,-0.0017,0.001,-0.0007,0,0.086,0.0797,0.28792798,-0.057,0.003333333333
642268,sa736698,Emmanuel,Tapia,CLE,1B,L,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0.2,0,0,0,0,0,0,0,0,0,-0.016667,21,0.4,0.2,1,0.001,0.0357,0.0367,0.349,0.008,0.0092,0.0063,0.0075,0.9415,0.1563,0.1181,0.0207,0.0011,0.0164,0.166003,0.202256,0.242623,0.196039,0.27708,0.0089,0.0051,-0.0005,0.001,0.0005,0,0.0717,0.0762,0.23971899,-0.101,-0.01666666667
621556,sa658796,Evan,Van Hoosier,TEX,2b,R,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0.2,0,0,0,0,0,0,0,0,0.003333,23,0.55,0.2,1,0.001,0.051,0.052,0.1865,0.007,0.0092,0.0063,0.0075,0.9272,0.2344,0.1698,0.0428,0.0111,0.0107,0.25275,0.295195,0.357541,0.283547,0.32564,0.0175,0.0098,-0.0008,0.001,0.0002,0,0.0988,0.0944,0.30332203,-0.028,0.003333333333
621546,sa658982,Xavier,Turner,TEX,3b,R,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0,0.2,0,0,0,0,0,0,0,0.003333,23,0.28,0.2,1,0,0.0408,0.0408,0.2132,0.009,0.0092,0.0063,0.0075,0.9364,0.1888,0.1431,0.0251,0.0026,0.018,0.201618,0.240095,0.291548,0.23327,0.27256,0.0136,0.0077,-0.0007,0.001,0.0003,0,0.0845,0.0875,0.23965203,-0.07,0.003333333333
623392,sa658985,Sherman,Lacrus,TEX,C,R,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0.2,0,0,0,0,0,0,0,0,0,0,0.016667,23,0.46,0.2,1,0,0.053,0.053,0.1957,0.01,0.0092,0.0063,0.0075,0.9232,0.2129,0.1518,0.0412,0.0049,0.0151,0.230738,0.277782,0.334905,0.268061,0.30587,0.0179,0.0106,-0.001,0.001,0,0,0.0953,0.0931,0.27476038,-0.041,0.01666666667
621554,sa658617,Leon,Byrd,TEX,2b,B,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0.2,0,0,0,0,0,0,0,0,0.003333,23,0.22,0.2,1,0,0.0408,0.0408,0.2775,0.009,0.0092,0.0063,0.0075,0.9364,0.1514,0.1236,0.02,0.0022,0.0055,0.161692,0.202471,0.205568,0.183889,0.22469,0.0161,0.0093,-0.0008,0.001,0.0002,0,0.0648,0.0608,0.22075957,-0.111,0.003333333333
608351,sa658989,David,Lyon,TEX,C,B,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0.2,0,0,0,0,0,0,0,0,0,0,0.016667,27,0.63,0.2,1,0,0.0693,0.0693,0.3335,0.008,0.0092,0.0063,0.0075,0.9089,0.154,0.1044,0.027,0.0021,0.0205,0.169492,0.232847,0.271522,0.224947,0.29522,0.0098,0.0057,-0.0006,0.001,0.0004,0,0.0836,0.0831,0.23737553,-0.077,0.01666666667
642435,sa736998,Carlos,Arroyo,TEX,2b,L,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0.2,0,0,0,0,0,0,0,0,0.003333,24,0.55,0.2,1,0,0.0387,0.0387,0.1956,0.007,0.0092,0.0063,0.0075,0.9405,0.2306,0.1747,0.0409,0.0055,0.0095,0.245068,0.277971,0.330375,0.265273,0.31119,0.0177,0.0103,-0.0009,0.001,0.0001,0,0.0912,0.089,0.29761745,-0.044,0.003333333333
621037,sa658622,Jason,Leblebijian,TOR,2b,R,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0.2,0,0,0,0,0,0,0,0,0.003333,26,0.73,0.2,1,0,0.0576,0.0576,0.2835,0.008,0.0092,0.0063,0.0075,0.9207,0.203,0.1408,0.0422,0.003,0.017,0.220573,0.270337,0.328388,0.262275,0.33757,0.0159,0.0093,-0.0009,0.001,0.0001,0,0.0939,0.0919,0.2963199,-0.046,0.003333333333
623278,sa658909,Jorge,Saez,TOR,C,R,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0.2,0,0,0,0,0,0,0,0,0,0,0.016667,26,0.6,0.2,1,0,0.0675,0.0675,0.2798,0.007,0.0092,0.0063,0.0075,0.9117,0.1867,0.12,0.0388,0.0029,0.025,0.204769,0.262839,0.335917,0.261784,0.32989,0.0095,0.0054,-0.0005,0.001,0.0005,0,0.0974,0.0989,0.26318359,-0.046,0.01666666667
620446,sa736829,Richard,Urena,TOR,SS,L,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0,0,3.2,0,0,0,0,0,0,0.162,21,0.69,3.24,12.9,0.0258,0.461,0.4868,2.4218,0.0774,0.1187,0.0808,0.0968,12.1581,3.0282,2.1292,0.5595,0.1389,0.2006,0.249062,0.280229,0.367427,0.278328,0.32727,0.2124,0.1307,-0.0143,0.012,-0.0023,0,1.2788,1.2958,0.29354788,-0.422,0.162
623496,sa658626,Jared,Reaves,DET,SS,R,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0,0,0.2,0,0,0,0,0,0,0.01,26,0.57,0.2,1,0,0.0485,0.0485,0.2042,0.009,0.0092,0.0063,0.0075,0.9287,0.22,0.1601,0.044,0.0051,0.0107,0.236832,0.279234,0.329915,0.26657,0.31037,0.0141,0.0084,-0.0009,0.001,0.0001,0,0.0928,0.0886,0.29017053,-0.042,0.01
608667,sa658840,Connor,Harrell,DET,OF,R,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0,0,0,0,0,0,0,0,0.2,-0.005333,26,0.75,0.2,1,0,0.0476,0.0476,0.2816,0.017,0.0092,0.0063,0.0075,0.9217,0.2103,0.1469,0.0405,0.0033,0.0196,0.228171,0.276584,0.343071,0.270761,0.34986,0.0141,0.008,-0.0007,0.001,0.0003,0,0.097,0.0968,0.30366242,-0.039,-0.005333333333
623510,sa658901,A.J.,Simcox,DET,SS,R,0.05,0.1,0.05,0.05,0.05,0.1,0.15,0.2,0.25,0,0,0,0,0.2,0,0,0,0,0,0,0.01,23,0.65,0.2,1,0.002,0.0317,0.0337,0.2009,0.006,0.0092,0.0063,0.0075,0.9465,0.212,0.1678,0.0303,0.005,0.0088,0.224027,0.253336,0.294715,0.23895,0.28263,0.0146,0.0086,-0.0009,0.001,0.0001,0,0.0827,0.0813,0.2730082,-0.065,0.01
